source,source_location,Content,target,target_location,Other places,Etude Notaire,Cote ADLA,Nature acte,Date,source_coordinates,source_address,target_coordinates,target_address
Hubert Antheaume,"Saint Nicolas, Nantes",Commerce ,"Jacques Yvon, sr des Landes","Léogane, Ile Saint Domingue",,Delalande,4/2E/624,société,03/08/1673,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.8760754 48.3727602),"Saint-Domineuc, 35190, Bretagne, France"
Marie Boucher,"Saint Nicolas, Nantes",Commerce ,Hubert Antheaume,"Saint Nicolas, Nantes",,Delalande,4/2E/626,procompte,06/08/1675,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Marie Boucher,"Saint Nicolas, Nantes",Famille,Hubert Antheaume,"Saint Nicolas, Nantes",,Delalande,4/2E/626,procompte,06/08/1675,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Marie Boucher,"Saint Nicolas, Nantes",Famille,Roze Boucher,"Saint Nicolas, Nantes",,Delalande,4/2E/626,Quittance,15/09/1671,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Marie Boucher,Paris,Commerce ,Roze Boucher,"Saint Nicolas, Nantes",,Delalande,4/2E/626,Quittance,15/09/1671,POINT (2.3483915 48.8534951),"Paris, Île-de-France, France métropolitaine, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Marie Boucher,Paris,Commerce ,Hubert Antheaume,Paris,,Delalande,4/2E/626,Quittance,15/09/1671,POINT (2.3483915 48.8534951),"Paris, Île-de-France, France métropolitaine, France",POINT (2.3200410217200766 48.8588897),"Paris, 75000;75001;75002;75003;75004;75005;75006;75007;75008;75009;75010;75011;75012;75013;75014;75015;75016;75017;75018;75019;75020;75116, Paris, Île-de-France, France"
? Vallet,Ile Saint Domingue,Travail,? Bec de Fort,,,Delalande,4/2E/627,Déclaration,01/01/1676,POINT (-1.5710107 47.2017486),"Rue de Saint-Domingue, Île Sainte-Anne, Sainte-Anne - Zone portuaire, Île de Nantes, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44276, France",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
? Vallet,Ile Saint Domingue,Commerce,Joseph Labelle,"Léogane, Ile Saint Domingue",,Delalande,4/2E/627,Déclaration,01/01/1676,POINT (-1.5710107 47.2017486),"Rue de Saint-Domingue, Île Sainte-Anne, Sainte-Anne - Zone portuaire, Île de Nantes, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44276, France",POINT (-1.8760754 48.3727602),"Saint-Domineuc, 35190, Bretagne, France"
? Vallet,Ile Saint Domingue,Famille,? Vallet,Ile Guadeloupe,,Delalande,4/2E/627,Déclaration,01/01/1676,POINT (-1.5710107 47.2017486),"Rue de Saint-Domingue, Île Sainte-Anne, Sainte-Anne - Zone portuaire, Île de Nantes, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44276, France",POINT (-61.2746051 15.948949),"Barre de l'Île, 97134, Saint-Louis, Guadeloupe, France"
? Vallet,Ile Saint Domingue,Famille,Joseph Vallet,Brest,,Delalande,4/2E/627,Déclaration,01/01/1676,POINT (-1.5710107 47.2017486),"Rue de Saint-Domingue, Île Sainte-Anne, Sainte-Anne - Zone portuaire, Île de Nantes, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44276, France",POINT (-4.4860088 48.3905283),"Brest, 29200, Bretagne, France"
? Vallet,Ile Saint Domingue,Commerce,Jean Michel,,,Delalande,4/2E/627,Déclaration,01/01/1676,POINT (-1.5710107 47.2017486),"Rue de Saint-Domingue, Île Sainte-Anne, Sainte-Anne - Zone portuaire, Île de Nantes, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44276, France",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
? Vallet,Ile Saint Domingue,Commerce,Jacques Allain,,,Delalande,4/2E/627,Déclaration,01/01/1676,POINT (-1.5710107 47.2017486),"Rue de Saint-Domingue, Île Sainte-Anne, Sainte-Anne - Zone portuaire, Île de Nantes, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44276, France",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
? Vallet,Ile Saint Domingue,Commerce,Hubert Antheaume,"Saint Nicolas, Nantes",La Rochelle,Delalande,4/2E/627,Déclaration,01/01/1676,POINT (-1.5710107 47.2017486),"Rue de Saint-Domingue, Île Sainte-Anne, Sainte-Anne - Zone portuaire, Île de Nantes, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44276, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
? Vallet,Ile Saint Domingue,Finance ,Guillaume Gray le jeune,,,Delalande,4/2E/627,Déclaration,01/01/1676,POINT (-1.5710107 47.2017486),"Rue de Saint-Domingue, Île Sainte-Anne, Sainte-Anne - Zone portuaire, Île de Nantes, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44276, France",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
? Vallet,Ile Saint Domingue,Finance ,Madeleine Gassau,La Rochelle,,Delalande,4/2E/627,Déclaration,01/01/1676,POINT (-1.5710107 47.2017486),"Rue de Saint-Domingue, Île Sainte-Anne, Sainte-Anne - Zone portuaire, Île de Nantes, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44276, France",POINT (-1.1520434 46.1591126),"La Rochelle, 17000, Nouvelle-Aquitaine, France"
Madeleine Gassau,"Saint Nicolas, Nantes",Famille,Renexent Vanarsen,"Saint Nicolas, Nantes",,Delalande,4/2E/627,Déclaration,01/01/1676,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Renée Maheur,Saint Eustache Paris,Travail,Marie Paulet,Saint Eustache Paris,,Delalande,4/2E/627,Procuration,12/06/1676,POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Rue du Jour, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Place René Cassin, 75001, Place René Cassin, Paris, Île-de-France, France"
Renée Maheur,Saint Eustache Paris,Commerce,Isabelle Maheu,Saint Eustache Paris,,Delalande,4/2E/627,Procuration,12/06/1676,POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Rue du Jour, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Place René Cassin, 75001, Place René Cassin, Paris, Île-de-France, France"
Renée Maheur,Saint Eustache Paris,Famille,Isabelle Maheu,Saint Eustache Paris,,Delalande,4/2E/627,Procuration,12/06/1676,POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Rue du Jour, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Place René Cassin, 75001, Place René Cassin, Paris, Île-de-France, France"
Marie Paulet,Saint Eustache Paris,Famille,Marie-Anne de Lamarche,Saint Eustache Paris,,Delalande,4/2E/627,Procuration,12/06/1676,POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Rue du Jour, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Place René Cassin, 75001, Place René Cassin, Paris, Île-de-France, France"
Renée Maheur,Saint Eustache Paris,Commerce,Hubert Antheaume,Ile Saint Domingue,,Delalande,4/2E/627,Procuration,12/06/1676,POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Rue du Jour, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (-1.5710107 47.2017486),"Rue de Saint-Domingue, 44276, Nantes, Pays de la Loire, France"
Marie Paulet,Saint Eustache Paris,Commerce,Marie-Anne de Lamarche,Saint Eustache Paris,,Delalande,4/2E/627,Procuration,12/06/1676,POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Rue du Jour, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Place René Cassin, 75001, Place René Cassin, Paris, Île-de-France, France"
Marie Paulet,Saint Eustache Paris,Commerce,Hubert Antheaume,Ile Saint Domingue,,Delalande,4/2E/627,Procuration,12/06/1676,POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Rue du Jour, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (-1.5710107 47.2017486),"Rue de Saint-Domingue, 44276, Nantes, Pays de la Loire, France"
Isabelle Maheu,Saint Eustache Paris,Travail,Hubert Antheaume,Ile Saint Domingue,,Delalande,4/2E/627,Procuration,12/06/1676,POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Rue du Jour, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (-1.5710107 47.2017486),"Rue de Saint-Domingue, 44276, Nantes, Pays de la Loire, France"
Isabelle Maheu,Saint Eustache Paris,Famille,Georges Maheu,Saint Eustache Paris,,Delalande,4/2E/627,Procuration,12/06/1676,POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Rue du Jour, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Place René Cassin, 75001, Place René Cassin, Paris, Île-de-France, France"
Renée Maheur,Saint Eustache Paris,Famille,Georges Maheu,Saint Eustache Paris,,Delalande,4/2E/627,Procuration,12/06/1676,POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Rue du Jour, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Place René Cassin, 75001, Place René Cassin, Paris, Île-de-France, France"
Marie-Anne de Lamarche,Saint Eustache Paris,Travail,Hubert Antheaume,Ile Saint Domingue,,Delalande,4/2E/627,Procuration,12/06/1676,POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Rue du Jour, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (-1.5710107 47.2017486),"Rue de Saint-Domingue, 44276, Nantes, Pays de la Loire, France"
Marie-Anne de Lamarche,Saint Eustache Paris,Famille,Pierre de Lamarche,Saint Eustache Paris,,Delalande,4/2E/627,Procuration,12/06/1676,POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Rue du Jour, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Place René Cassin, 75001, Place René Cassin, Paris, Île-de-France, France"
Pierre de Lamarche,Saint Eustache Paris,Famille,Marie Paulet,Saint Eustache Paris,,Delalande,4/2E/627,Procuration,12/06/1676,POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Rue du Jour, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Place René Cassin, 75001, Place René Cassin, Paris, Île-de-France, France"
Marie-Anne de Lamarche,Saint Eustache Paris,Travail,Michel Villette,"Saint Nicolas, Nantes",,Delalande,4/2E/627,Engagement,31/07/1676,POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Rue du Jour, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Marie-Anne de Lamarche,Saint Eustache Paris,Famille,Pierre de Lamarche,Saint Eustache Paris,,Delalande,4/2E/627,Engagement,31/07/1676,POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Rue du Jour, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Place René Cassin, 75001, Place René Cassin, Paris, Île-de-France, France"
Pierre de Lamarche,Saint Eustache Paris,Famille,Marie Paulet,Saint Eustache Paris,,Delalande,4/2E/627,Engagement,31/07/1676,POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Rue du Jour, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Place René Cassin, 75001, Place René Cassin, Paris, Île-de-France, France"
Marie Paulet,Saint Eustache Paris,Famille,Marie-Anne de Lamarche,Saint Eustache Paris,,Delalande,4/2E/627,Engagement,31/07/1676,POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Rue du Jour, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Place René Cassin, 75001, Place René Cassin, Paris, Île-de-France, France"
Michel Villette,"Saint Nicolas, Nantes",Commerce ,Hubert Antheaume,"Saint Nicolas, Nantes",,Delalande,4/2E/627,Engagement,31/07/1676,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Commerce ,"Jacques Yvon, sr des Landes","Léogane, Ile Saint Domingue",,Delalande,4/2E/627,Engagement,31/07/1676,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.8760754 48.3727602),"Saint-Domineuc, 35190, Bretagne, France"
Marie-Anne de Lamarche,"Saint Eustache, Paris",Travail,"Jacques Yvon, sr des Landes","Léogane, Ile Saint Domingue",,Delalande,4/2E/627,Engagement,31/07/1676,POINT (2.345127552857141 48.8633997),"Église Saint-Eustache, Rue du Jour, Quartier Les Halles, Paris 1er Arrondissement, Paris, Île-de-France, France métropolitaine, 75001, France",POINT (-1.8760754 48.3727602),"Saint-Domineuc, 35190, Bretagne, France"
Robert Bussiere,Orléans,Commerce ,Christophe Provost,Orléans,,Delalande,4/2E/627,Déclaration,18/09/1676,POINT (1.9086066 47.9027336),"Orléans, Loiret, Centre-Val de Loire, France métropolitaine, France",POINT (1.9086066 47.9027336),"Orléans, 45000;45100, Centre-Val de Loire, France"
Christophe Provost,Orléans,Commerce ,Hubert Antheaume,"Saint Nicolas, Nantes",,Delalande,4/2E/627,Déclaration,18/09/1676,POINT (1.9086066 47.9027336),"Orléans, Loiret, Centre-Val de Loire, France métropolitaine, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Robert Bussière,Orléans,Commerce ,Hubert Antheaume,"Saint Nicolas, Nantes",,Delalande,4/2E/627,Déclaration,18/09/1676,POINT (1.9086066 47.9027336),"Orléans, Loiret, Centre-Val de Loire, France métropolitaine, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Robert Bussière,Orléans,Commerce ,Paul Bonneau,Orléans,,Delalande,4/2E/627,Déclaration,18/09/1676,POINT (1.9086066 47.9027336),"Orléans, Loiret, Centre-Val de Loire, France métropolitaine, France",POINT (1.9086066 47.9027336),"Orléans, 45000;45100, Centre-Val de Loire, France"
Christophe Provost,Orléans,Commerce ,Paul Bonneau,Orléans,,Delalande,4/2E/627,Déclaration,18/09/1676,POINT (1.9086066 47.9027336),"Orléans, Loiret, Centre-Val de Loire, France métropolitaine, France",POINT (1.9086066 47.9027336),"Orléans, 45000;45100, Centre-Val de Loire, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Commerce ,Michel Villette,"Saint Nicolas, Nantes","Ile Saint Domingue, Ile Saint Christophe, Ile de la Martinique, Ile de la Guadeloupe",Delalande,4/2E/627,société,03/12/1676,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Commerce ,Michel Villette,"Saint Nicolas, Nantes",,Delalande,4/2E/632,dissolution sté,07/02/1681,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Commerce ,Jacques Martin,"Saint Paul, Orléans",,Delalande,4/2E/633,société,24/03/1682,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (1.9017937258064515 47.9003225),"Restes de l'église Saint-Paul, Rue du Cloître Saint-Paul, 45000, Rue du Cloître Saint-Paul, Orléans, Centre-Val de Loire, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Famille,Madeleine Boucher,"Saint Nicolas, Nantes",,Delalande,4/2E/634,Procuration,28/11/1685,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Famille ,Madeleine Boucher,"Saint Nicolas, Nantes",,Delalande,4/2E/634,Procuration,02/09/1683,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Madeleine Boucher,"Saint Nicolas, Nantes",Famille ,Hubert Antheaume,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Assiette,25/10/1689,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Madeleine Boucher,"Saint Nicolas, Nantes",Famille ,Hubert Antheaume,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Assiette,25/10/1689,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Commerce ,Louis Vassal,Paris,,Delalande,4/2E/640,Assiette,25/10/1689,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (2.3200410217200766 48.8588897),"Paris, 75000;75001;75002;75003;75004;75005;75006;75007;75008;75009;75010;75011;75012;75013;75014;75015;75016;75017;75018;75019;75020;75116, Paris, Île-de-France, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Commerce ,? Guillocheau,Nantes,,Delalande,4/2E/640,Assiette,25/10/1689,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5541362 47.2186371),"Nantes, 44000;44100;44200;44300, Pays de la Loire, France"
Madeleine Boucher,"Saint Nicolas, Nantes",Commerce ,? Guillocheau,Nantes,,Delalande,4/2E/640,Assiette,25/10/1689,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5541362 47.2186371),"Nantes, 44000;44100;44200;44300, Pays de la Loire, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Finance ,Roze Boucher,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Cession,26/12/1689,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Finance ,"Jean Baptiste Boiset, sr de Favel",,,Delalande,4/2E/640,Rente,20/12/1683,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (6.1834097 48.6937223),"Nancy, 54000;54100, Grand Est, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Famille,Madelaine Boucher,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Testament,31/12/1689,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Famille,Roze Boucher,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Testament,31/12/1689,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Roze Boucher,"Saint Nicolas, Nantes",Famille,Madelaine Boucher,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Testament,31/12/1689,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Roze Boucher,"Saint Nicolas, Nantes",Famille,Marie Boucher,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Testament,31/12/1689,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Famille,Marie Boucher,"Saint Nicolas, Nantes",,Delalande,4/2E/640,Testament,31/12/1689,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5577788137042066 47.2155235),"Basilique Saint-Nicolas, Rue Duvoisin, 44003, Rue Duvoisin, Nantes, Pays de la Loire, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Finance ,Veuve Boucher,Ile Saint Domingue,,Delalande,4/2E/640,Testament,31/12/1689,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5710107 47.2017486),"Rue de Saint-Domingue, 44276, Nantes, Pays de la Loire, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Famille,Veuve Boucher,Ile Saint Domingue,,Delalande,4/2E/640,Testament,31/12/1689,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5710107 47.2017486),"Rue de Saint-Domingue, 44276, Nantes, Pays de la Loire, France"
Madeleine Boucher,"Saint Nicolas, Nantes",Famille,Veuve Boucher,Ile Saint Domingue,,Delalande,4/2E/640,Testament,31/12/1689,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5710107 47.2017486),"Rue de Saint-Domingue, 44276, Nantes, Pays de la Loire, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Commerce ,Jean Gauret,Ile Saint Domingue,,Delalande,4/2E/640,Testament,31/12/1689,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5710107 47.2017486),"Rue de Saint-Domingue, 44276, Nantes, Pays de la Loire, France"
Hubert Antheaume,"Saint Nicolas, Nantes",Commerce ,? Lesergent,Ile Saint Domingue,,Delalande,4/2E/640,Testament,31/12/1689,POINT (-1.5603709 47.2155984),"Saint-Nicolas, Rue du Calvaire, Bretagne, Centre Ville, Nantes, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44003, France",POINT (-1.5710107 47.2017486),"Rue de Saint-Domingue, 44276, Nantes, Pays de la Loire, France"
